Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Transmission_Type,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.5,8.8,10.3,240
ACURA,ILX,COMPACT,2.4,4,AM8,Automatic,PREMIUM GASOLINE,9.9,7.0,8.6,199
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Automatic,PREMIUM GASOLINE,12.2,9.0,10.8,252
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Automatic,PREMIUM GASOLINE,12.2,9.5,11.0,258
ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Automatic,PREMIUM GASOLINE,11.0,8.6,9.9,232
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Automatic,PREMIUM GASOLINE,11.3,9.1,10.3,242
ALFA ROMEO,STELVIO,SUV - SMALL,2.0,4,A8,Automatic,PREMIUM GASOLINE,10.3,8.1,9.3,218
ALFA ROMEO,STELVIO AWD QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Automatic,PREMIUM GASOLINE,14.1,10.4,12.4,292
ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Automatic,PREMIUM GASOLINE,15.5,10.6,13.3,312
ASTON MARTIN,DBS SUPERLEGGERA,MINICOMPACT,5.2,12,A8,Automatic,PREMIUM GASOLINE,16.4,10.7,13.8,324
ASTON MARTIN,RAPIDE AMR,SUBCOMPACT,6.0,12,A8,Automatic,PREMIUM GASOLINE,16.7,10.9,14.1,332
ASTON MARTIN,VANQUISH ZAGATO,MINICOMPACT,6.0,12,A8,Automatic,PREMIUM GASOLINE,17.5,11.4,14.7,346
ASTON MARTIN,VANTAGE V8,TWO-SEATER,4.0,8,A8,Automatic,PREMIUM GASOLINE,12.7,9.4,11.2,264
AUDI,A3,SUBCOMPACT,2.0,4,AM7,Automatic,REGULAR GASOLINE,9.1,6.8,8.1,188
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM7,Automatic,REGULAR GASOLINE,10.9,7.9,9.6,225
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM7,Automatic,REGULAR GASOLINE,10.7,7.9,9.5,221
AUDI,A4,COMPACT,2.0,4,AM7,Automatic,PREMIUM GASOLINE,8.6,6.9,7.8,182
AUDI,A4 QUATTRO,COMPACT,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.0,7.0,8.7,204
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.7,8.0,9.5,221
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.0,7.0,8.7,204
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.0,7.0,8.7,204
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.0,7.0,8.7,204
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AM7,Automatic,PREMIUM GASOLINE,10.7,8.2,9.6,224
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AM7,Automatic,PREMIUM GASOLINE,10.7,8.2,9.6,224
AUDI,A8L,FULL-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,12.5,8.6,10.8,252
AUDI,Q3 QUATTRO,SUV - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,12.3,8.6,10.6,248
AUDI,Q5,SUV - SMALL,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.9,8.7,9.9,230
AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.0,10.7,12.5,294
AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Automatic,PREMIUM GASOLINE,12.4,8.4,10.6,247
AUDI,RS 5 COUPE,SUBCOMPACT,2.9,6,AS8,Automatic,PREMIUM GASOLINE,13.3,8.7,11.3,262
AUDI,RS 5 SPORTBACK,MID-SIZE,2.9,6,AS8,Automatic,PREMIUM GASOLINE,13.5,9.0,11.5,268
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.7,8.0,9.5,222
AUDI,S4,COMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.3,8.0,9.8,230
AUDI,S5,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.3,8.0,9.8,230
AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.4,8.2,9.9,234
AUDI,S5 SPORTBACK,MID-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.3,8.0,9.8,230
AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Automatic,PREMIUM GASOLINE,12.7,10.0,11.5,270
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM7,Automatic,REGULAR GASOLINE,10.3,7.7,9.2,213
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM7,Automatic,REGULAR GASOLINE,10.3,7.7,9.2,213
AUDI,TT RS COUPE,SUBCOMPACT,2.5,5,AM7,Automatic,PREMIUM GASOLINE,12.0,8.3,10.3,241
AUDI,TTS COUPE,SUBCOMPACT,2.0,4,AM7,Automatic,PREMIUM GASOLINE,10.4,8.2,9.4,220
BENTLEY,BENTAYGA,SUV - STANDARD,4.0,8,AS8,Automatic,PREMIUM GASOLINE,16.4,10.1,13.6,315
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Automatic,PREMIUM GASOLINE,24.5,14.4,20.0,465
BMW,230I XDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.2,7.2,8.8,207
BMW,330I XDRIVE,COMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,9.5,6.9,8.3,194
BMW,330I XDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.2,7.2,8.8,207
BMW,330I XDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.2,7.2,8.8,207
BMW,430I XDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.6,7.3,9.1,213
BMW,430I XDRIVE COUPE,COMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.2,7.2,8.8,207
BMW,430I XDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.2,7.2,8.8,207
BMW,440I COUPE,COMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.2,7.3,9.4,227
BMW,440I COUPE,COMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,12.8,8.8,11.0,256
BMW,440I XDRIVE COUPE,COMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.4,7.6,9.7,228
BMW,440I XDRIVE COUPE,COMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,13.0,8.5,11.0,256
BMW,440I XDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.4,7.6,9.7,228
BMW,530I XDRIVE,MID-SIZE,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.2,7.2,8.8,207
BMW,540I XDRIVE,MID-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.2,8.1,9.8,231
BMW,650I XDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Automatic,PREMIUM GASOLINE,14.0,9.6,12.0,282
BMW,750I XDRIVE,FULL-SIZE,4.4,8,AS8,Automatic,PREMIUM GASOLINE,13.3,9.2,11.5,269
BMW,750LI XDRIVE,FULL-SIZE,4.4,8,AS8,Automatic,PREMIUM GASOLINE,14.0,9.6,12.0,282
BMW,ALPINA B6 XDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Automatic,PREMIUM GASOLINE,14.0,9.6,12.0,282
BMW,ALPINA B7 XDRIVE,FULL-SIZE,4.4,8,AS8,Automatic,PREMIUM GASOLINE,14.0,9.6,12.0,282
BMW,M2 COMPETITION,SUBCOMPACT,3.0,6,AM7,Automatic,PREMIUM GASOLINE,14.3,10.4,12.6,294
BMW,M2 COMPETITION,SUBCOMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,13.4,9.6,11.7,273
BMW,M240I CABRIOLET,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.2,7.8,9.7,227
BMW,M240I CABRIOLET,SUBCOMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,12.8,8.8,11.0,256
BMW,M240I COUPE,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.2,7.8,9.7,227
BMW,M240I COUPE,SUBCOMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,12.8,8.8,11.0,256
BMW,M240I COUPE M PERFORMANCE,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.2,7.8,9.7,227
BMW,M240I COUPE M PERFORMANCE,SUBCOMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,12.8,8.8,11.0,256
BMW,M240I XDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.3,8.0,9.8,229
BMW,M240I XDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.3,8.0,9.8,229
BMW,M240I XDRIVE COUPE M PERFORMANCE,SUBCOMPACT,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.3,8.0,9.8,229
BMW,M4 CABRIOLET COMPETITION,SUBCOMPACT,3.0,6,AM7,Automatic,PREMIUM GASOLINE,14.5,10.5,12.7,299
BMW,M4 CABRIOLET COMPETITION,SUBCOMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,13.8,9.4,11.9,280
BMW,M4 COUPE,COMPACT,3.0,6,AM7,Automatic,PREMIUM GASOLINE,14.3,10.4,12.6,294
BMW,M4 COUPE,COMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,13.4,9.6,11.7,273
BMW,M4 COUPE COMPETITION,COMPACT,3.0,6,AM7,Automatic,PREMIUM GASOLINE,14.3,10.4,12.6,294
BMW,M4 COUPE COMPETITION,COMPACT,3.0,6,M6,Manual,PREMIUM GASOLINE,13.4,9.6,11.7,273
BMW,M4 CS,COMPACT,3.0,6,AM7,Automatic,PREMIUM GASOLINE,14.3,10.4,12.6,294
BMW,M5,MID-SIZE,4.4,8,AS8,Automatic,PREMIUM GASOLINE,16.0,11.2,13.9,324
BMW,M5 COMPETITION,MID-SIZE,4.4,8,AS8,Automatic,PREMIUM GASOLINE,16.0,11.2,13.9,324
BMW,M550I XDRIVE,MID-SIZE,4.4,8,AS8,Automatic,PREMIUM GASOLINE,13.3,9.2,11.5,269
BMW,M760LI XDRIVE,FULL-SIZE,6.6,12,AS8,Automatic,PREMIUM GASOLINE,17.7,11.9,15.1,355
BMW,M850I XDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Automatic,PREMIUM GASOLINE,13.5,9.2,11.6,270
BMW,M850I XDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Automatic,PREMIUM GASOLINE,13.3,9.2,11.5,269
BMW,X3 XDRIVE30I,SUV - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.8,8.0,9.6,223
BMW,X3 M40I,SUV - SMALL,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.9,8.7,10.4,245
BMW,X4 XDRIVE30I,SUV - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.8,8.0,9.6,223
BMW,X4 M40I,SUV - SMALL,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.9,8.7,10.4,245
BMW,X5 XDRIVE40I,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.7,9.1,10.5,245
BMW,X5 XDRIVE50I,SUV - STANDARD,4.4,8,AS8,Automatic,PREMIUM GASOLINE,15.3,11.1,13.4,314
BMW,X6 XDRIVE35I,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,13.0,9.9,11.6,272
BMW,X6 XDRIVE50I,SUV - STANDARD,4.4,8,AS8,Automatic,PREMIUM GASOLINE,14.3,10.6,12.6,294
BMW,X7 XDRIVE40I,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,12.0,9.4,10.8,254
BMW,X7 XDRIVE50I,SUV - STANDARD,4.4,8,AS8,Automatic,PREMIUM GASOLINE,14.3,10.6,12.6,294
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A9,Automatic,REGULAR GASOLINE,13.0,9.1,11.2,263
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A9,Automatic,REGULAR GASOLINE,13.8,9.5,11.9,278
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.4,7.8,8.7,204
BUICK,ENCORE (SIDI WITH STOP/START),SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,8.9,7.5,8.3,194
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.9,8.1,9.1,214
BUICK,ENCORE AWD (SIDI WITH STOP/START),SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.4,7.9,8.8,205
BUICK,ENVISION AWD,SUV - SMALL,2.0,4,A9,Automatic,PREMIUM GASOLINE,11.7,9.4,10.7,249
BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,Automatic,REGULAR GASOLINE,11.7,7.8,9.9,233
BUICK,LACROSSE EASSIST,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,9.4,6.8,8.2,192
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,Automatic,REGULAR GASOLINE,11.7,8.2,10.1,238
BUICK,REGAL,MID-SIZE,2.0,4,AS9,Automatic,PREMIUM GASOLINE,10.6,7.4,9.1,214
BUICK,REGAL AWD,MID-SIZE,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.0,8.0,9.6,227
BUICK,REGAL AWD,MID-SIZE,3.6,6,AS9,Automatic,REGULAR GASOLINE,12.4,8.7,10.7,251
CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS10,Automatic,PREMIUM GASOLINE,13.1,9.1,11.3,267
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,Automatic,REGULAR GASOLINE,13.0,8.8,11.1,261
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Automatic,PREMIUM GASOLINE,17.3,9.5,13.8,324
CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.0,7.8,9.5,222
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,Automatic,REGULAR GASOLINE,12.3,8.2,10.5,246
CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.4,8.1,9.9,232
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,Automatic,REGULAR GASOLINE,13.3,9.2,11.5,269
CADILLAC,CTS VSPORT,MID-SIZE,3.6,6,AS8,Automatic,PREMIUM GASOLINE,15.0,9.9,12.7,298
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Automatic,PREMIUM GASOLINE,17.1,11.0,14.3,337
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Automatic,PREMIUM GASOLINE,16.6,10.9,14.0,328
CADILLAC,XT4,SUV - SMALL,2.0,4,AS9,Automatic,PREMIUM GASOLINE,9.8,7.8,8.9,209
CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Automatic,PREMIUM GASOLINE,10.9,8.2,9.7,227
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,Automatic,REGULAR GASOLINE,12.9,8.7,11.0,259
CADILLAC,XTS VSPORT AWD,FULL-SIZE,3.6,6,AS6,Automatic,PREMIUM GASOLINE,15.0,10.1,12.8,302
CHEVROLET,BLAZER,SUV - SMALL,2.5,4,A9,Automatic,REGULAR GASOLINE,10.8,8.8,9.9,232
CHEVROLET,BLAZER,SUV - SMALL,3.6,6,A9,Automatic,REGULAR GASOLINE,12.0,9.0,10.6,250
CHEVROLET,BLAZER AWD,SUV - SMALL,3.6,6,A9,Automatic,REGULAR GASOLINE,12.7,9.5,11.3,265
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.8,7.7,9.4,220
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,Manual,REGULAR GASOLINE,14.3,8.8,11.8,277
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS10,Automatic,PREMIUM GASOLINE,14.5,8.8,12.0,279
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Manual,PREMIUM GASOLINE,14.9,9.9,12.6,297
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Automatic,PREMIUM GASOLINE,18.3,11.2,15.1,355
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,Automatic,DIESEL,11.8,7.9,10.1,270
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Automatic,REGULAR GASOLINE,12.7,9.8,11.4,267
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Automatic,DIESEL,12.2,8.4,10.5,283
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Automatic,DIESEL,13.3,10.6,12.1,326
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Automatic,PREMIUM GASOLINE,15.6,9.2,12.7,299
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Manual,PREMIUM GASOLINE,14.6,9.3,12.2,286
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Automatic,PREMIUM GASOLINE,17.2,10.1,14.0,331
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Manual,PREMIUM GASOLINE,15.9,10.6,13.5,318
CHEVROLET,CORVETTE ZR1,TWO-SEATER,6.2,8,AS8,Automatic,PREMIUM GASOLINE,19.5,12.0,16.1,381
CHEVROLET,CORVETTE ZR1,TWO-SEATER,6.2,8,M7,Manual,PREMIUM GASOLINE,18.2,12.5,15.6,368
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,Automatic,REGULAR GASOLINE,8.3,6.2,7.3,172
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,Automatic,REGULAR GASOLINE,8.3,6.2,7.3,172
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,Automatic,DIESEL,7.6,4.9,6.4,172
CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,AS6,Automatic,REGULAR GASOLINE,8.3,6.2,7.3,172
CHEVROLET,CRUZE HATCHBACK PREMIER,MID-SIZE,1.4,4,AS6,Automatic,REGULAR GASOLINE,8.5,6.4,7.5,175
CHEVROLET,EQUINOX,SUV - SMALL,1.5,4,A6,Automatic,REGULAR GASOLINE,9.2,7.3,8.3,196
CHEVROLET,EQUINOX,SUV - SMALL,1.6,4,A6,Automatic,DIESEL,8.5,6.0,7.4,199
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4,A6,Automatic,REGULAR GASOLINE,9.3,7.8,8.6,207
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.6,4,A6,Automatic,DIESEL,8.5,6.1,7.4,199
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.8,8.0,9.6,225
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Automatic,REGULAR GASOLINE,12.7,8.5,10.8,254
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Automatic,ETHANOL,17.2,11.6,14.6,245
CHEVROLET,MALIBU,MID-SIZE,1.5,4,AV,Automatic,REGULAR GASOLINE,8.2,6.6,7.5,174
CHEVROLET,MALIBU,MID-SIZE,2.0,4,A9,Automatic,PREMIUM GASOLINE,10.5,7.4,9.1,214
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,2.7,4,A8,Automatic,REGULAR GASOLINE,11.9,10.3,11.1,261
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,15.1,11.5,13.5,316
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.9,11.4,13.9,326
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,11.9,14.0,329
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.1,15.0,18.4,306
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,Automatic,REGULAR GASOLINE,14.1,10.2,12.4,290
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,Automatic,REGULAR GASOLINE,12.5,10.8,11.7,275
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,15.8,11.9,14.0,329
CHEVROLET,SILVERADO 4WD TRAIL BOSS,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,16.3,12.9,14.8,347
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.9,11.7,14.0,329
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.1,12.5,14.4,339
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,22.0,16.1,19.3,322
CHEVROLET,SILVERADO 4WD TRAIL BOSS,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.5,13.0,14.9,350
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Automatic,REGULAR GASOLINE,14.9,10.8,13.1,306
CHEVROLET,SILVERADO 4WD TRAIL BOSS,PICKUP TRUCK - STANDARD,5.3,8,A8,Automatic,REGULAR GASOLINE,15.3,11.8,13.7,320
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Automatic,PREMIUM GASOLINE,15.0,12.0,13.7,321
CHEVROLET,SILVERADO LD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.6,10.9,13.5,317
CHEVROLET,SILVERADO LD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.8,11.4,13.8,325
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,Automatic,REGULAR GASOLINE,7.9,6.2,7.1,167
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.0,6.2,7.2,170
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.2,13.9,17.9,298
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.8,11.3,14.3,336
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.8,11.3,14.3,336
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,22.2,15.2,19.0,317
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,6.2,8,A10,Automatic,PREMIUM GASOLINE,17.1,11.3,14.5,340
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.2,13.9,17.9,298
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.8,11.1,13.7,321
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.8,11.1,13.7,321
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.7,14.3,18.4,305
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A9,Automatic,REGULAR GASOLINE,13.0,8.8,11.1,261
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A9,Automatic,REGULAR GASOLINE,13.7,9.5,11.8,277
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.1,7.6,8.4,196
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,Manual,REGULAR GASOLINE,9.4,6.9,8.3,194
CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.9,8.1,9.1,214
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Automatic,PREMIUM GASOLINE,15.8,9.6,13.0,304
DODGE,CHALLENGER SRT HELLCAT REDEYE,MID-SIZE,6.2,8,A8,Automatic,PREMIUM GASOLINE,17.6,10.7,14.5,339
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Automatic,PREMIUM GASOLINE,15.8,9.6,13.0,304
FIAT,500,MINICOMPACT,1.4,4,A6,Automatic,REGULAR GASOLINE,9.7,7.4,8.7,203
FIAT,500,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.5,7.1,7.9,186
FIAT,500X AWD,SUV - SMALL,1.3,4,A9,Automatic,REGULAR GASOLINE,10.0,7.9,9.1,213
FORD,ECOSPORT,SUV - SMALL,1.0,3,AS6,Automatic,REGULAR GASOLINE,8.6,8.1,8.4,196
FORD,ECOSPORT AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.2,8.0,9.3,218
FORD,EDGE,SUV - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,10.9,8.0,9.6,224
FORD,EDGE AWD,SUV - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,11.4,8.3,10.0,233
FORD,EDGE AWD,SUV - SMALL,2.7,6,AS8,Automatic,REGULAR GASOLINE,12.6,9.2,11.0,259
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,11.0,8.0,9.6,226
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,Automatic,ETHANOL,15.0,10.8,13.1,218
FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,Automatic,REGULAR GASOLINE,11.2,8.4,9.9,232
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,14.1,10.6,12.5,293
